,0,1,Class
433,4.2974377,1.2055397,138
434,2.7461717,-0.5455654,138
435,3.4109337,0.7331031,138
436,3.3941755,-0.33537015,138
437,3.8553727,1.3095654,138
438,3.3313727,3.44389,138
439,1.5475049,3.4129317,139
440,1.701192,2.9307537,139
441,1.1012611,3.981609,139
442,1.6759512,-0.08826274,139
443,-0.4735078,1.3996567,139
444,3.9514475,3.0373356,139
445,2.671168,-0.76232564,139
446,2.9565623,3.546115,139
447,3.1575418,-0.74344176,139
448,3.5762742,-0.017813645,139
449,2.3887527,-0.6882034,139
450,2.0069194,4.1148605,139
451,2.0516708,2.7602134,139
452,0.21192142,0.5411088,139
453,0.22260226,2.0173922,139
454,2.548601,-0.5859704,139
455,2.495136,-0.7894967,139
456,2.6205711,-0.54166305,139
457,2.5373888,-0.6304507,139
458,1.8923457,4.132671,139
459,2.0779705,3.2382019,139
460,-1.9582357,1.7294828,14
461,0.41043025,-0.4035312,14
462,-0.25362253,1.5298125,14
463,-0.030948156,0.9799911,14
464,-2.577917,3.3283982,14
465,-2.9484458,2.5153322,14
466,0.47256804,0.0125297895,14
467,-1.4688964,0.60072124,14
468,-0.032472223,4.326079,14
469,-0.16903737,0.21818061,14
470,-1.0453701,3.766757,14
471,-0.7526303,3.842898,14
472,-0.3213863,1.101395,14
473,0.48738432,-0.0795108,14
474,-2.6011748,2.679643,141
475,0.8073711,1.7369473,141
476,0.877447,4.165214,141
477,2.1630826,0.9467743,141
478,0.32892576,4.055711,141
479,0.20366673,5.2707763,142
480,-2.8475676,3.2153313,142
481,-1.1827402,3.566965,142
482,-0.6985525,4.304686,142
483,-0.89519304,3.8591232,142
484,-1.3111142,3.838902,142
485,-0.73863024,3.9058397,143
486,-0.8189849,3.008771,143
487,0.9767362,5.528889,143
488,-2.9784997,3.1383038,143
489,-0.74125856,4.218265,143
490,-0.9587654,3.715874,144
491,-2.9090738,3.3689167,144
492,-1.650355,3.0834672,144
493,-2.3814821,2.7627225,144
494,-2.4821649,3.4828205,144
495,-0.8107027,2.3758109,144
496,-1.9794893,2.9947298,144
497,-1.9470589,3.45187,144
498,-0.6851704,3.8294287,144
499,-0.65202963,0.5470837,144
500,-2.2698183,1.3760539,144
501,-2.117277,2.4936917,144
502,-1.6864371,2.650806,144
503,-1.8249748,1.3953791,144
504,-1.1074593,1.8865695,144
505,-2.7764816,3.2943401,145
506,-1.4980978,1.2576307,145
507,-1.7561647,1.8584478,145
508,-0.7369574,1.9324075,145
509,0.6860242,-0.17572977,145
510,-2.3166595,2.7398558,145
511,-0.71494275,4.0916123,145
512,-0.005229322,4.6131034,145
513,2.1128893,4.1578383,145
514,-1.1156002,4.819887,145
515,-1.1202549,1.8372098,145
516,-0.8993707,3.8403971,145
517,-0.9318218,1.9029502,145
518,-0.5271761,0.3157172,145
519,3.6983206,1.1119179,146
520,4.916673,2.0485094,146
521,3.9487264,3.3191066,146
522,-0.80547065,0.7125884,146
523,-1.8260889,2.5699303,146
524,-1.0869569,1.2628317,146
525,-0.58447105,2.5489154,146
526,0.688145,4.1907816,146
527,1.3023561,-0.045109894,146
528,1.4636993,1.7988007,146
529,1.8341985,4.2309155,146
530,-0.059823055,2.511416,147
531,0.50920004,4.203234,147
532,-0.014981659,2.4364784,147
533,0.298255,4.1652536,147
534,2.1306014,2.0891585,147
535,-0.9010214,0.4743846,147
536,-0.97902167,4.223172,147
537,-0.3046358,3.0310137,147
538,-1.9531568,3.2622068,147
539,0.6285502,2.4224086,149
540,-0.4681381,2.5692246,149
541,-1.862323,2.5511074,149
542,-1.6608541,4.1437488,149
543,-1.3076686,2.6828907,149
544,-0.020371305,0.55412996,149
545,-0.3301366,4.2463813,149
546,0.94774586,2.1697598,149
547,-2.9438844,2.777833,149
548,-2.1636295,3.826053,149
549,-1.068729,2.1942024,149
550,-2.9561212,2.7540865,149
551,-2.9341881,3.0830426,149
552,-2.3735259,2.2002714,149
553,1.0312349,5.2966905,149
554,-1.153286,3.4718661,15
555,-1.2767391,3.4785938,15
556,1.3377028,4.0264654,15
557,-2.7072089,3.2361884,15
558,-1.6481813,4.610487,15
559,-0.27577415,2.5781808,150
560,0.882981,3.9607005,150
561,0.34230173,1.9651141,150
562,-0.4134096,4.619905,150
563,-0.11972774,3.7078288,150
564,0.7959006,5.5655437,150
565,1.1382381,1.6968051,150
566,-1.8454679,4.5636005,150
567,-0.9492692,1.9479704,150
568,-2.490873,2.5554774,150
569,-0.22874643,2.8037822,150
570,-1.42052,1.656305,150
571,0.75602764,4.994889,150
572,0.62336606,1.7661346,150
573,0.34784794,3.6526911,151
574,2.4429083,2.7310855,151
575,3.5859325,-0.14956665,151
576,-2.5911634,3.1832504,151
577,1.3232723,-0.77548695,151
578,2.0297492,1.5470774,151
579,1.5019001,-0.7744971,151
580,2.6375735,1.7447926,151
581,2.9594288,0.3251844,151
582,2.2084126,-0.34969872,151
583,-0.23131232,2.1709957,151
584,2.6649914,-0.7661916,151
585,3.5887427,3.744386,151
586,1.7799461,2.9514422,151
587,-2.611035,3.082723,152
588,3.548267,3.6777086,152
589,-2.7645473,2.5713148,152
590,-1.6931134,4.549591,152
591,2.11639,-0.70324,152
592,3.5745084,3.251916,152
593,2.1154,-0.77509373,152
594,2.1934907,-0.8461218,152
595,3.497519,3.7688975,152
596,3.5547984,-0.27210444,152
597,0.07106725,1.9333385,152
598,3.7228606,-0.01109445,152
599,2.5876238,5.0610275,152
600,4.96826,1.4923047,153
601,1.0061027,2.7506728,153
602,-2.6665063,2.9092932,153
603,2.6628492,2.875907,153
604,1.055355,-0.748981,153
605,2.3976207,3.2364738,153
606,0.35809392,3.088107,153
607,0.8852718,-0.92792106,153
608,1.5653477,3.4497502,153
609,0.98439145,-0.8502549,154
610,1.5582645,-0.33974993,154
611,2.9485338,3.4505901,154
612,1.4630997,-0.70026445,154
613,0.6284876,2.8391285,154
614,1.2354664,3.2847435,154
615,0.09408211,4.0013804,154
616,0.6040089,3.4069626,154
617,1.0686086,-0.7092196,154
618,-0.4427407,3.5872028,155
619,-2.8415632,3.1597567,155
620,-1.1625175,3.8824353,155
621,1.8782386,3.6007137,155
622,-1.4734863,3.7944028,155
623,-0.8154255,4.280738,155
624,3.5818174,1.721385,156
625,3.4445534,3.4481516,156
626,0.69792306,3.761777,156
627,1.7564049,1.8882426,156
628,2.063015,2.214542,156
629,-0.08509389,3.9280522,156
630,0.86710626,4.0557423,156
631,-1.605648,4.5413604,156
632,-1.4964436,2.9441473,156
633,1.5611922,4.1404214,156
634,-1.8171996,4.3536725,156
635,-2.4833255,3.4440503,156
636,-2.812442,2.891454,158
637,-0.8739693,4.09205,158
638,0.6779574,4.5053024,158
639,-1.3087825,1.8142511,158
640,-1.6105831,1.2421932,158
641,0.78791934,5.534227,158
642,-1.60521,0.9934229,158
643,-0.7308979,4.141625,158
644,-1.6578597,1.4167116,158
645,-1.5977712,3.0938535,158
646,-1.0579019,4.429213,159
647,-1.0998907,-0.122118875,159
648,-2.8184726,2.2757008,159
649,-2.3957057,1.724072,159
650,-0.85751534,-0.3829493,159
651,-2.082142,1.8095748,159
652,-2.462869,1.2072752,159
653,-2.2784626,1.6515291,159
654,-2.2535682,1.0840031,159
655,3.4842806,0.4899185,16
656,4.011325,2.031926,16
657,3.5130005,0.8583239,16
658,2.5749195,-0.03319823,16
659,3.2277453,1.9907948,16
660,1.4496535,0.11191234,16
661,2.1485968,-0.4079675,16
662,1.6592408,2.8339965,16
663,3.3200507,3.5608392,16
664,0.26974565,1.2164315,16
665,0.013572587,1.8313508,16
666,0.313604,3.8625457,16
667,2.8956702,-0.43699577,16
668,2.4498653,2.4840431,16
669,3.4227846,4.3042326,16
670,1.5569367,4.9652243,16
671,1.8456823,3.235153,16
672,2.8337128,5.00953,160
673,-3.0165672,2.9742298,160
674,0.62413603,0.35428488,160
675,-2.240586,1.3982809,160
676,-0.3528315,1.5216162,160
677,2.3040724,-0.44878027,160
678,1.3006754,1.255625,160
679,0.53779477,-0.2218343,160
680,0.8740376,1.1356438,160
681,-0.1829477,3.9998353,160
682,-0.4302719,3.176694,161
683,-2.3430848,2.6729386,161
684,-2.1356425,2.6442168,161
685,-2.506353,2.6913369,161
686,-2.5582914,3.512831,161
687,-2.6166928,2.8311372,162
688,-2.958659,2.697098,162
689,-0.6784118,4.511793,162
690,-1.7639447,4.5467424,162
691,-1.9429792,3.9776564,162
692,2.5932856,2.455299,163
693,4.8668213,1.8603601,163
694,-1.4685292,4.360564,163
695,2.8583329,1.6699728,163
696,-0.079163425,1.1397134,163
697,0.6218736,1.6082239,163
698,0.63678944,1.0101523,163
699,2.8276675,2.2285538,163
700,-0.49691343,-0.4425681,163
701,3.489825,1.2788818,163
702,2.8223288,2.3087118,163
703,1.4442725,0.5978494,163
704,2.523804,1.5239564,164
705,-0.10784672,-0.7321579,164
706,2.5123878,1.8524418,164
707,0.64975923,-0.91172993,164
708,2.3500443,1.7336386,164
709,-2.837294,2.5839505,165
710,-2.8539803,3.0076215,165
711,2.33458,0.8721539,165
712,0.27495596,0.12209573,165
713,-0.20673159,0.052358773,165
714,3.9532268,1.3308783,165
715,1.3261806,4.8254046,165
716,3.6290133,-0.10496054,165
717,3.8723984,0.96814805,165
718,2.38575,5.170603,165
719,-2.664843,3.2428892,166
720,2.4170563,2.6282287,166
721,-1.0056041,2.146858,166
722,-0.23010163,1.9443605,166
723,-2.4281414,2.6962729,166
724,-1.2998725,2.8226604,166
725,-1.9534813,3.2369578,166
726,0.4798996,1.0453475,166
727,0.14652734,2.0463266,166
728,0.55799365,4.6837215,166
729,0.08681751,1.5127733,167
730,-1.4987843,1.1147255,167
731,-0.10044854,4.68897,167
732,-1.2096585,3.737582,167
733,2.5468323,0.35747957,167
734,1.0472234,-0.6636608,167
735,2.5481648,5.0619693,167
736,2.8150702,-0.03946516,168
737,-2.6164646,2.833882,168
738,-1.9393457,0.5963267,168
739,-2.6103096,1.608226,168
740,-2.7059305,2.0010378,168
741,-2.5602665,3.2641394,168
742,-2.922664,3.3198519,168
743,-1.6326249,2.750996,169
744,0.28399613,0.5618002,169
745,-2.3414845,2.2084444,169
746,-0.7587426,2.748799,169
747,-0.21546242,2.477061,169
748,-2.321079,1.0748638,169
749,-1.6700689,2.2757537,169
750,-2.2751782,2.8470807,169
751,-0.80508494,0.009798851,17
752,1.4691882,2.0574844,17
753,-0.06771269,0.7463627,17
754,-0.7473957,0.7540601,17
755,0.01583356,0.41294274,17
756,-2.2358513,0.93344617,17
757,-1.7458574,2.6440055,17
758,-1.1857727,3.979244,17
759,-2.5421016,1.4275731,17
760,-0.29819342,1.8051963,17
761,-1.3570594,3.8205004,17
762,3.4444335,2.1614716,17
763,-0.03726137,0.14838867,17
764,-0.404923,0.04147957,17
765,-2.1427681,1.1274257,17
766,-0.89530885,0.62975264,17
767,-2.2284563,3.4616938,17
768,-2.68186,2.2997007,17
769,-2.4179792,1.3717742,17
770,-2.4444833,1.3896679,17
771,0.6432828,2.1837726,17
772,-0.757018,0.32831895,17
773,-0.1865547,0.44646183,17
774,-2.9282207,2.917441,170
775,-2.962522,2.4696014,170
776,-2.088073,3.1716666,170
777,-0.86785334,2.6362636,170
778,-1.5059462,0.3581365,170
779,-1.469595,1.6219438,170
780,-0.17804484,0.8287751,170
781,-3.0362592,2.6670742,171
782,2.8528588,2.387823,171
783,-2.8364885,3.4252336,171
784,-2.2412581,1.9154396,171
785,-1.5891027,2.6882336,171
786,0.3136795,1.4144728,171
787,-0.9973864,2.303528,171
788,-1.8242304,3.9048193,171
789,-2.1041086,1.6221198,172
790,-2.882208,3.2583084,172
791,-0.06500494,-0.04895796,172
792,-0.4183976,3.5304685,172
793,1.0645574,0.8273122,172
794,-1.137639,1.654574,172
795,0.024203671,1.7038636,172
796,-2.3420837,1.2698952,173
797,-2.5234466,1.509927,173
798,-2.2240002,1.8125786,173
799,-1.4094234,-0.029497653,173
800,-1.9235636,1.4704524,173
801,4.6185293,2.001664,174
802,1.5918012,4.163827,174
803,0.9512203,2.198824,174
804,0.51470864,0.37161496,174
805,-0.29266486,2.8850102,174
806,0.631849,2.2991219,174
807,4.7726893,0.81843925,175
808,4.69452,2.256021,175
809,4.6394773,-0.09059682,175
810,4.621781,0.7721536,175
811,3.3289506,2.5708818,175
812,4.2984953,-0.02975848,175
813,4.7675138,0.76261014,175
814,4.6391983,1.388171,175
815,4.6170464,-0.13930365,175
816,4.683028,0.9359277,175
817,4.4074564,1.9313672,175
818,4.125815,0.044641078,175
819,4.769954,0.91829413,175
820,5.066696,2.083484,175
821,4.4563937,-0.16195579,175
822,2.731659,-0.72312886,176
823,3.8390634,0.48641378,176
824,3.3907404,3.384602,176
825,3.8810086,0.607062,176
826,3.019317,-0.6002484,176
827,2.724356,-0.8155045,176
828,2.6584399,-0.7266766,176
829,4.8150887,0.6943672,177
830,4.8332458,2.2116709,177
831,4.8176327,1.0890917,177
832,4.79979,0.48310927,177
833,4.5687966,2.3261926,177
834,4.093883,3.2855697,177
835,3.0510166,-0.225054,177
836,5.1141524,2.1113122,177
837,3.8837144,1.7533926,177
838,3.8731964,-0.50720173,177
839,4.212194,0.121319406,177
840,4.814979,1.6440648,177
841,4.6718845,2.7718563,177
842,5.1196637,0.8843597,178
843,5.0936584,2.0422473,178
844,5.088447,2.199608,178
845,5.176692,0.8056998,178
846,4.9294887,2.1217296,178
847,5.2032146,2.1438274,178
848,3.7712016,-0.53827906,178
849,3.9242249,-0.83118725,178
850,5.192601,0.84053725,178
851,5.2315598,1.3153193,178
852,5.0447154,2.4116688,178
853,0.73518157,-0.451729,180
854,1.686672,0.64612305,180
855,3.7448328,1.1837438,180
856,2.1513062,-0.15051237,180
857,2.687848,1.2000593,180
858,2.6486375,-0.33097023,180
859,2.305831,-1.131149,180
860,1.770076,-0.55754906,180
861,1.9215393,0.49176487,180
862,2.638987,0.0827465,180
863,0.09469161,0.2982724,181
864,1.486098,1.6853808,181
