,0,1,Class
865,-0.2433137,4.6665816,181
866,1.4920514,2.243396,181
867,0.09302405,0.9740867,181
868,-0.15235966,3.1012225,181
869,-1.4554496,1.0492165,181
870,-0.023366474,2.637052,181
871,1.2389234,0.0039624115,181
872,2.736623,2.135876,181
873,-0.5464093,3.4526143,183
874,0.367316,2.1611736,183
875,1.9435138,0.08344911,183
876,1.4436003,2.121547,183
877,0.3379825,0.80386883,183
878,-1.6772362,3.0978851,183
879,-0.7631464,2.7420878,183
880,-2.2098503,0.918929,183
881,2.3391018,0.9321254,183
882,5.1428366,0.8638008,184
883,5.0346155,2.0697296,184
884,5.1483197,2.013464,184
885,5.0482764,0.6602009,184
886,4.389089,2.2954113,184
887,5.1082363,0.85446024,184
888,5.1273375,0.97825295,184
889,4.8166428,1.1331768,184
890,5.142849,0.8553025,184
891,5.059013,1.4583014,184
892,4.991995,0.6494112,184
893,5.1856756,1.0974399,184
894,4.3706164,3.301922,184
895,-0.5849141,2.6213875,185
896,-0.72722906,1.9305086,185
897,-0.8687725,4.3510804,185
898,0.714051,-0.33848342,185
899,-0.076912716,2.662086,185
900,2.9374833,-0.5714661,186
901,4.569245,1.9159204,186
902,2.7380295,-0.08444624,186
903,2.1882095,-0.5835807,186
904,3.2110999,2.6023343,186
905,2.0527906,-0.14371407,186
906,2.9215322,-0.24612592,186
907,2.2068918,1.6564516,186
908,1.8251987,4.130699,186
909,1.110481,-0.23069605,186
910,1.4647493,1.5758762,186
911,0.92275786,-0.2514329,186
912,2.5453725,-1.0912184,186
913,4.147355,1.8809491,186
914,2.37253,0.022290455,186
915,2.78975,-0.44999465,187
916,4.2042646,1.8980238,187
917,5.123782,2.1174598,187
918,3.2973695,-0.4940047,187
919,3.6410964,1.9160291,187
920,2.7473655,-0.6592988,187
921,3.8546462,3.4034488,187
922,2.2454002,-0.41178733,187
923,3.5848124,1.091468,187
924,3.7874756,0.30048293,187
925,4.0846577,1.629176,187
926,2.0009642,0.38095668,188
927,4.395178,1.9322156,188
928,2.306537,4.724701,188
929,-0.664432,0.70368326,188
930,1.6030371,2.1663349,188
931,-0.9103543,1.6283804,188
932,0.67310226,1.8643275,188
933,0.88730043,-0.030349137,188
934,0.0073345616,2.2133455,188
935,1.8037081,4.639571,188
936,1.3801191,0.2097128,188
937,3.580734,1.5875944,188
938,2.2158792,4.403189,188
939,0.8254147,3.6315064,188
940,0.2681041,4.754697,188
941,4.4701643,1.9318275,188
942,-0.5158813,4.6533875,188
943,0.84606403,3.3798828,188
944,1.8227359,3.5908253,188
945,-0.94086266,4.103041,188
946,2.092904,2.781931,188
947,0.6611521,5.021299,188
948,2.329364,3.2506793,188
949,-0.009948198,4.4976797,188
950,1.771915,2.766261,188
951,1.4824249,1.4723198,189
952,3.4286764,3.6489499,189
953,0.9083683,-0.61780006,189
954,0.7886487,1.4588261,189
955,1.0428479,0.65796304,189
956,3.201664,4.2823057,189
957,1.1094936,-0.20899041,189
958,0.5825336,2.9454067,189
959,3.2368064,3.4985173,189
960,1.543486,-0.10353405,189
961,2.465024,-0.094121054,189
962,1.6369808,4.917574,189
963,-0.5987843,4.9957557,189
964,0.31505546,2.4664924,189
965,-0.6020017,0.022840226,189
966,-0.19732304,4.5609484,189
967,0.7486527,3.0999997,189
968,-0.8977436,2.1387372,189
969,1.9055936,3.35365,189
970,-1.2969277,4.7744255,189
971,-1.5471988,2.5948222,189
972,-0.49452215,-0.2186868,19
973,1.7607471,2.1248777,19
974,2.930811,0.29989883,19
975,1.4306846,0.28857505,19
976,3.2340345,2.5683684,19
977,0.6827604,1.0108073,19
978,2.6224425,-0.02829408,19
979,0.61918765,1.5447831,19
980,3.1521082,0.3645121,19
981,1.0881666,-0.2821755,19
982,0.7644115,1.6582733,19
983,-0.2516846,-0.16593204,19
984,-0.25493285,-0.56256336,19
985,2.0555289,1.4409049,19
986,-0.43888056,-0.4769421,19
987,2.0547917,-1.1689452,19
988,1.7353144,0.65030485,19
989,3.4239993,2.5550568,19
990,1.1626222,4.9863944,19
991,1.6077037,2.0234606,19
992,-0.48107803,4.4782453,19
993,-1.1953343,2.9792552,19
994,-0.89590013,0.35503677,19
995,0.11005008,0.86109036,19
996,0.0024119727,1.6783946,19
997,0.9082279,0.27374932,19
998,3.3290827,1.2204381,19
999,1.8454225,1.3705757,19
1000,2.6096392,-1.1123555,190
1001,4.9449244,1.562506,190
1002,3.2885644,-0.94199795,190
1003,2.4837885,-0.7163812,190
1004,3.5445786,1.645158,190
1005,2.8328598,0.22993767,190
1006,1.087507,3.539319,190
1007,1.2011938,3.6746154,190
1008,1.1747842,-0.71884596,190
1009,1.3055491,-0.86920017,190
1010,0.8628366,-0.38061854,190
1011,3.4021552,-1.0387026,190
1012,3.4458456,-0.9521262,190
1013,3.7109144,-0.93083,190
1014,0.95881253,3.7568192,190
1015,0.23959905,4.763168,190
1016,3.3436723,2.254129,190
1017,4.2658873,-0.38061342,190
1018,0.43337747,4.672414,190
1019,2.120265,2.9814534,190
1020,0.33604485,4.3215795,190
1021,2.9138646,-0.861624,190
1022,0.013954105,4.6484222,190
1023,1.5367546,3.4998567,190
1024,-0.84176266,4.854167,190
1025,3.8723311,1.2259473,190
1026,3.4073632,0.1249348,191
1027,4.6074643,2.3015475,191
1028,4.164493,0.12612857,191
1029,3.4583874,0.33460337,191
1030,3.3776164,2.6115572,191
1031,4.2534184,0.041111942,191
1032,3.0053709,0.06804882,191
1033,3.0477688,1.7616425,191
1034,4.243257,0.77992815,191
1035,1.572446,-0.31744704,191
1036,2.2638278,1.6532274,191
1037,1.7036446,0.17555878,191
1038,4.402557,0.14186361,191
1039,5.0363703,2.0310445,191
1040,4.3760066,-0.078200564,191
1041,2.4572864,-0.310318,192
1042,4.12128,1.1626958,192
1043,4.082022,1.186968,192
1044,3.736961,-0.063808925,192
1045,3.851485,1.0854962,192
1046,4.170144,3.609827,192
1047,3.4465654,-0.01206914,192
1048,2.364626,-0.35133153,192
1049,2.5349016,-0.8095122,192
1050,4.0069337,0.2350767,192
1051,3.76361,-0.05609703,192
1052,3.902017,0.8077859,192
1053,4.3216443,0.09860994,192
1054,-0.5800374,1.5672206,192
1055,1.8073207,5.251652,192
1056,-0.38474944,3.0455465,192
1057,3.0604413,-0.38577753,192
1058,0.6123276,5.436422,192
1059,-0.7016902,3.9302042,192
1060,1.5336097,-0.40935248,192
1061,1.1468911,5.381778,192
1062,-1.083301,1.478204,192
1063,1.7777591,-0.78823906,192
1064,-1.1290399,3.3801334,194
1065,1.4510201,0.63358974,194
1066,-2.2637644,2.2106366,194
1067,-2.1756718,2.4714363,194
1068,-2.1982622,3.49572,194
1069,-1.3851396,3.0751455,194
1070,-2.4155357,3.229199,194
1071,-1.1096543,1.7931036,194
1072,-1.6925012,3.6649113,194
1073,-1.9051003,4.155449,194
1074,-2.044022,2.0187275,194
1075,-2.4074051,2.2597601,194
1076,-2.4374924,2.9606743,194
1077,-1.7960119,3.8928041,194
1078,-1.5304236,4.0214167,194
1079,-1.9052169,3.7483497,194
1080,-1.7386897,4.1940284,194
1081,0.1379048,1.8942826,194
1082,0.14698626,1.4460837,195
1083,0.17044199,4.0911274,195
1084,-1.970266,0.9956267,195
1085,-2.1349776,2.0251424,195
1086,0.03282625,2.945939,195
1087,-0.19033799,1.6406983,195
1088,-2.1427288,2.001293,195
1089,-2.2162266,2.3045104,195
1090,-2.5894785,2.9971058,195
1091,-1.8345236,4.080444,195
1092,-0.010580807,1.8146894,195
1093,0.8564368,5.2276473,195
1094,-0.0541168,1.6747768,195
1095,-2.016356,1.8601886,195
1096,5.1557655,1.7635399,196
1097,1.4879613,3.7891905,196
1098,2.9697683,2.4136753,196
1099,2.3260229,1.8465244,196
1100,2.39655,2.0092437,196
1101,3.022029,-0.8743893,196
1102,2.028036,-1.2213331,196
1103,2.4695508,1.6607565,196
1104,3.4098082,-1.0886657,196
1105,4.312411,3.0439029,196
1106,3.8735013,1.3259017,196
1107,2.3242464,-1.1521813,196
1108,4.185821,3.0133212,196
1109,3.04085,2.3808253,196
1110,2.9986467,-0.9686645,196
1111,4.049788,0.99203736,196
1112,3.7764246,2.5598998,196
1113,3.1783679,-0.8345519,196
1114,4.317221,2.805393,196
1115,4.146588,2.608147,196
1116,3.8233378,0.07023887,197
1117,5.0701065,1.3768169,197
1118,5.1156945,2.1940665,197
1119,3.9366164,-0.061251674,197
1120,2.7919607,1.0091258,197
1121,3.9284048,3.874126,197
1122,3.5462348,-0.010920184,197
1123,4.8984995,2.577975,197
1124,3.589716,0.67866796,197
1125,4.010266,0.91064394,197
1126,4.44234,2.6897337,197
1127,2.3090622,-0.024140602,197
1128,1.5079856,0.7953698,197
1129,3.8309877,3.5217142,197
1130,3.278206,-1.23427,198
1131,4.2224355,-0.77837694,198
1132,5.1269097,2.1970747,198
1133,4.022822,-0.7137701,198
1134,4.4823666,1.7762798,198
1135,3.7811298,3.5186136,198
1136,3.9618893,-0.6426324,198
1137,3.640741,3.392059,198
1138,2.8445983,2.8942072,198
1139,3.5341134,-0.8491211,198
1140,4.2466087,0.88452196,198
1141,3.5172148,3.4468353,198
1142,4.104806,-0.3523397,198
1143,4.303424,3.6792312,198
1144,4.4272156,-0.49878728,198
1145,3.6583197,-0.2665444,198
1146,4.0476446,3.9957714,198
1147,4.4641848,1.9409795,198
1148,3.9970338,-0.13183329,198
1149,4.156528,3.8030584,198
1150,4.424066,2.3277783,198
1151,3.7004902,-0.58406466,198
1152,4.489337,2.1743605,198
1153,1.556193,-0.20363745,199
1154,3.22062,1.5212375,199
1155,0.71623486,5.4752502,199
1156,0.3559386,1.2124038,199
1157,1.3065892,2.3339162,199
1158,-1.585566,3.9427605,199
1159,-0.58408344,2.883639,199
1160,0.69043475,1.5495318,199
1161,-0.6775216,-0.36275947,199
1162,0.70850456,1.8025967,199
1163,-0.7196071,4.6638126,199
1164,-1.5504225,0.70048004,199
1165,-0.016607055,1.966902,199
1166,1.9711158,-0.10191844,199
1167,2.1388934,4.9888244,199
1168,2.6964028,2.4269571,199
1169,0.3199596,1.0752215,199
1170,1.1400295,5.631696,199
1171,-0.55741346,4.661149,199
1172,-1.2214627,3.4677777,199
1173,-0.9840214,0.36041394,199
1174,0.9509636,4.98651,199
1175,-0.5842477,2.8168318,199
1176,0.6571457,3.8859203,2
1177,5.138935,1.8212688,2
1178,5.132079,1.9160553,2
1179,5.140085,1.8340653,2
1180,5.128059,1.8235104,2
1181,2.7621157,0.35175356,20
1182,4.1225433,1.1503582,20
1183,2.5879385,0.702537,20
1184,4.0484314,3.6340928,20
1185,2.8923447,-0.07060361,20
1186,0.80894977,-0.39539474,20
1187,3.490009,0.87462115,20
1188,2.1468,-0.43611312,20
1189,2.4594731,1.6749132,20
1190,2.9083595,4.215636,20
1191,0.8664615,-0.14007102,20
1192,2.8691697,4.5058904,20
1193,3.3931212,4.472004,20
1194,3.104237,1.9138374,20
1195,2.1845734,5.4535584,20
1196,0.48645428,1.5996249,20
1197,-0.45187154,4.9069,20
1198,-0.031133497,2.0058832,20
1199,-0.72321045,-0.28885704,20
1200,2.551274,4.6293464,20
1201,0.35080796,1.4135973,20
1202,0.91637635,-0.84042764,20
1203,3.1367006,4.6483054,20
1204,1.5962447,0.64268196,20
1205,-0.49694028,0.3814469,200
1206,0.31813797,0.3664332,200
1207,0.37591827,1.6882683,200
1208,-0.03491445,3.2361157,200
1209,0.83563864,-0.33190462,200
1210,2.0090199,0.6523719,200
1211,0.53772056,-0.119538635,200
1212,0.81605864,1.4066238,200
1213,0.73417234,-0.031781025,200
1214,1.6890093,5.5899963,200
1215,-1.0305642,0.242196,200
1216,-0.2514973,1.1369016,200
1217,-1.8366096,1.8387389,200
1218,-2.1852841,0.93777764,200
1219,1.356255,5.3710556,200
1220,-1.6679289,1.0672268,200
1221,2.3256075,3.1170814,201
1222,0.74712294,3.1472015,201
1223,-0.0050623054,2.5662856,201
1224,-0.84568757,3.5098758,201
1225,-0.7861431,3.6799052,201
1226,-0.0376573,0.8640436,201
1227,0.8758962,2.5143654,201
1228,-0.35496852,2.3009565,201
1229,-1.2861577,2.5351954,201
1230,0.12778385,2.707641,201
1231,-0.41697043,2.5602846,201
1232,0.87711495,2.711379,201
1233,-0.9602435,2.521087,202
1234,-0.8354051,3.4361024,202
1235,-1.4985995,2.521106,202
1236,-1.4573089,3.8121252,202
1237,-1.0854425,2.6620755,202
1238,0.68896806,2.1715863,202
1239,-0.18142274,-0.6536556,203
1240,4.411668,1.924746,203
1241,0.066656336,0.8367276,203
1242,-0.40932485,-0.57664794,203
1243,1.9758272,2.3122907,203
1244,0.5389321,0.8375636,203
1245,0.35272363,1.4166528,203
1246,0.648033,1.4012501,203
1247,-0.4072792,1.0084662,203
1248,1.5648124,1.6881678,203
1249,-0.46167234,4.611515,203
1250,-0.39218795,-0.4784797,203
1251,0.15801919,0.81986505,203
1252,-2.3537848,2.7422636,203
1253,-0.5075102,-0.44691268,203
1254,1.2615112,5.0830655,203
1255,-2.0178502,1.5159142,203
1256,-0.2385623,3.0071769,203
1257,-0.012012836,0.8565155,203
1258,1.0968299,1.7626339,203
1259,0.30609146,0.17307462,203
1260,0.9237922,4.9743304,203
1261,2.9594257,2.3850875,203
1262,-0.3254338,2.9459407,204
1263,0.7013552,3.899386,204
1264,-0.7962328,3.7390769,204
1265,-2.0449116,3.0332725,204
1266,-0.68486106,3.4152396,204
1267,-1.4294353,3.8984046,204
1268,-0.126767,2.8228776,204
1269,-1.2099555,2.5448487,204
1270,-1.0053618,4.4739766,204
1271,-1.0624855,2.45078,204
1272,0.8373963,0.5450135,205
1273,1.8008666,1.5206668,205
1274,2.5408304,-0.6280647,205
1275,1.6937389,1.6948447,205
1276,0.6584097,-0.7663111,205
1277,2.4374058,0.75285244,205
1278,3.8229744,3.9469154,205
1279,1.9714282,-0.14399035,205
1280,2.3253827,1.0192909,205
1281,3.545481,3.9585576,205
1282,0.01997536,-0.08610999,205
1283,1.9163971,5.3218627,205
1284,0.1623197,0.19043717,205
1285,-0.811553,4.4287634,205
1286,1.5504563,5.291648,205
1287,0.33547938,1.6623107,205
1288,0.059070293,-0.0037907574,205
1289,1.8055817,5.3368855,205
1290,0.5686655,1.748505,205
1291,2.9289634,-1.0665778,206
1292,4.93041,1.5226661,206
1293,1.5384725,0.5010342,206
1294,0.5136829,2.3794737,206
1295,-0.44944462,-0.39250946,206
1296,1.9680399,1.4787652,206
1297,-0.10342534,-0.5563464,206
1298,-2.1822257,3.9508724,206
1299,3.3183525,-0.9139341,206
1300,1.668682,-1.1553857,206
1301,3.9706717,2.00277,206
1302,0.7295354,-0.7847432,206
1303,2.2951171,3.0964806,207
1304,-0.6655139,4.725726,207
1305,-1.4611073,1.7631285,207
1306,-1.1448944,4.631046,207
1307,-1.0000083,3.6996288,207
1308,5.0397763,1.777566,208
1309,2.2246628,-0.9698428,208
1310,0.6715743,2.9760873,208
1311,0.69123244,4.494581,208
1312,0.5581524,2.0145257,208
1313,2.1465025,2.0047543,208
1314,2.4597225,-0.64896923,208
1315,2.4393334,2.9906974,208
1316,3.1430395,2.5663755,208
1317,1.1225001,-0.9289035,208
1318,2.078217,-0.81180525,208
1319,2.1112146,3.1652215,208
1320,4.055484,1.0927384,209
1321,3.3969095,3.6543438,209
1322,3.4914606,1.2886561,209
1323,2.798997,-0.6664352,209
1324,2.7973292,-0.703901,209
1325,3.477908,3.4054294,209
1326,-1.1543223,4.36283,209
1327,1.2387502,3.341519,209
1328,-0.019284636,3.8920994,209
1329,1.5538931,4.370572,209
1330,1.7308898,4.36926,209
1331,2.8325076,3.2308857,210
1332,0.7898873,3.9073355,210
1333,0.26956815,2.9180999,210
1334,-1.2930305,2.8832676,210
1335,-1.2015312,2.93003,210
1336,-1.179311,3.6854427,210
1337,-1.3632847,3.045837,210
1338,0.147138,3.104782,211
1339,0.8719126,3.8722053,211
1340,0.33672398,2.8740814,211
1341,1.9860978,4.469488,211
1342,0.1867512,3.541192,211
1343,1.1552905,3.5391622,212
1344,1.3895295,3.4171484,212
1345,0.84510815,3.958956,212
1346,-0.7626111,4.6797314,212
1347,-0.8422197,2.78047,212
1348,-0.3747218,2.8890676,212
1349,1.2722923,3.398351,213
1350,1.0354943,2.7316406,213
1351,0.42822745,4.4776506,213
1352,-2.0542665,1.0629671,213
1353,-2.5306332,1.3251117,213
1354,-0.73732424,0.91021335,213
1355,-1.4115329,1.274806,213
1356,-1.6846141,4.497862,213
1357,-1.8576946,2.6382415,213
1358,2.6807222,-1.0666686,215
1359,0.39596722,2.2631657,215
1360,0.4166071,4.1199055,215
1361,0.65630746,-0.5380379,215
1362,1.2564989,3.4298928,215
1363,2.1356537,2.5256007,216
1364,-0.06602391,-0.62425184,216
1365,1.8949354,2.0815387,216
1366,0.8056241,4.313309,216
1367,1.3648638,2.6555452,216
1368,3.2406676,3.3335915,216
1369,4.229093,2.182943,216
1370,2.4760995,-0.23514038,216
1371,3.3961942,1.0989069,216
1372,1.5974727,2.6097522,216
1373,2.1753037,3.2333117,216
1374,2.3478906,-1.1697055,216
1375,3.1613598,-1.009497,216
1376,1.3466061,1.5551423,217
1377,3.039233,-0.9339256,217
1378,1.9453758,1.7225064,217
1379,1.9281209,4.1165657,217
1380,3.8107185,4.102789,217
1381,2.5567276,0.99146616,217
1382,-1.0045205,-0.124629915,217
1383,2.8847482,5.1364856,217
1384,-0.25233468,3.2073615,217
1385,-0.391066,-0.532276,217
1386,1.2504282,3.9342148,217
1387,1.6749976,2.5951622,217
1388,3.5059793,0.424757,217
1389,1.3288664,4.1042647,218
1390,0.9419973,-0.75195795,218
1391,1.2858604,2.0429175,218
1392,0.36911523,3.9164212,218
1393,2.2867925,2.0216303,218
1394,1.0445913,-0.4932335,218
1395,1.7469357,1.5442524,218
1396,0.8855989,-0.50842804,218
1397,2.484879,2.5527794,218
1398,1.8019149,4.0557637,218
1399,1.847828,-0.64774305,219
1400,1.442902,2.262224,219
1401,2.792234,-0.68260235,219
1402,2.1222115,-0.65552884,219
1403,2.6490204,-0.4691667,219
1404,3.4532835,3.4277394,219
1405,0.25505194,0.011173252,22
1406,2.6645248,-0.68790376,22
1407,0.17067954,-0.22877558,22
1408,3.8546019,2.6116266,22
1409,-1.1476314,3.4916604,22
1410,2.9870303,-0.78371406,220
1411,4.9463086,1.9361249,220
1412,3.590986,3.8743265,220
1413,0.90513116,-0.68962175,220
1414,2.3047652,2.5359025,220
1415,1.4542569,5.0004187,220
1416,0.86411,-0.64357513,220
1417,2.2142084,1.7617693,220
1418,1.756574,-0.27712262,220
1419,1.3682681,-0.5005626,220
1420,2.311988,2.1232147,220
1421,2.3301764,0.048205376,220
1422,1.6421076,-1.020922,220
1423,3.6350918,1.4905891,220
1424,4.004691,3.1196158,220
1425,2.4414783,-0.48738584,221
1426,3.6060889,1.4980935,221
1427,3.7867808,3.4349267,221
1428,2.5044017,-0.7282633,221
1429,2.1228304,1.9261262,221
1430,2.86138,-0.76926845,221
1431,3.3413968,-0.5562161,221
1432,2.992268,-0.7653171,221
1433,2.9886782,2.6673234,221
1434,2.7242167,-0.8454089,221
1435,3.6199996,1.1240895,221
1436,3.449227,3.416387,221
1437,3.8419032,0.83368254,222
1438,4.8103,1.9945173,222
1439,3.910781,2.3386922,222
1440,0.5708826,1.4260565,222
1441,1.2669353,2.3838437,222
1442,1.440338,5.5386086,222
1443,0.012273443,0.98785555,222
1444,0.5536292,1.543992,222
1445,0.761924,4.228639,222
1446,1.1312617,-0.15110192,222
1447,2.1941836,1.6495609,222
1448,3.0480518,1.1949948,222
1449,2.5723531,1.2556276,222
1450,2.790232,1.9031073,222
1451,2.7254982,4.917696,222
1452,3.6662066,2.0610445,223
1453,4.7100453,1.4304186,223
1454,2.79674,-1.1006833,223
1455,2.9916346,2.4093962,223
1456,4.0754275,3.7384958,223
1457,2.1836884,1.7508258,223
1458,4.3625216,0.67391104,223
1459,2.1591957,1.9995656,223
1460,3.9039373,0.71214545,223
1461,4.8879714,1.7889526,223
1462,4.5665236,0.33294457,223
1463,4.8125696,0.53849834,223
1464,2.317734,2.9842076,223
1465,4.7324,0.9422929,223
1466,2.4420385,0.2196231,223
1467,-0.7550316,0.016188907,223
1468,2.6581335,0.22794475,223
1469,2.429161,2.2800052,223
1470,2.7281258,-0.2600136,223
1471,4.317687,1.5377625,223
1472,4.161714,2.101863,223
1473,3.4823005,-0.8467946,223
1474,4.278608,2.0024273,223
1475,2.5274518,-0.07470969,224
1476,3.4264586,2.1302886,224
1477,3.4329317,4.4454155,224
1478,1.1608509,1.0212269,224
1479,2.263505,5.310564,224
1480,0.9298872,0.37543002,224
1481,-0.12887053,3.1566079,224
1482,2.1844354,3.9517577,224
1483,2.1873252,0.14919019,224
1484,3.6537955,1.552637,224
1485,3.041296,4.003136,224
1486,2.6726482,1.2285887,224
1487,3.3015673,2.0312924,224
1488,3.9478083,4.0449643,224
1489,1.6106445,1.0575788,225
1490,1.3818206,4.985467,225
1491,-1.9026996,2.0735006,225
1492,-1.661999,4.019368,225
1493,-1.6245868,1.102672,225
1494,0.1619709,2.349116,225
1495,2.090954,4.780186,225
1496,-1.4280646,1.8117074,225
1497,0.57467973,1.0554156,225
1498,0.43004763,0.34304446,226
1499,-1.8277993,1.2164574,226
1500,1.2671442,4.867528,226
1501,-1.1939263,2.7073293,226
1502,-0.63453346,4.555132,226
1503,-0.7766909,2.1841779,226
1504,1.3412734,2.1519177,226
1505,1.7870412,5.442188,226
1506,2.4617727,0.6220287,227
1507,4.535866,1.8988961,227
1508,1.5184548,5.600078,227
1509,0.5544973,1.6839037,227
1510,1.4886789,2.3499243,227
1511,1.1599499,5.5662503,227
1512,-1.0774266,0.56621605,227
1513,0.6754354,1.5905751,227
1514,1.9191614,4.818851,227
1515,0.012163826,1.1624321,227
1516,0.5874853,1.7341642,227
1517,0.24941903,1.1496537,227
1518,0.26206446,2.1046033,227
1519,-0.17048456,4.6102433,227
1520,0.0312171,1.5205531,228
1521,1.1661768,2.079219,228
1522,2.255234,5.1226315,228
1523,0.06701726,1.5642222,228
1524,1.154514,2.200044,228
1525,1.5227414,5.3813143,228
1526,-0.58490986,2.8425758,228
1527,0.9761089,0.29666284,228
1528,1.6925669,2.2364,228
1529,0.5639036,0.44533175,228
1530,1.4775934,1.9887877,228
1531,-0.050726064,3.5358098,228
1532,1.0019443,1.1676447,229
1533,-1.8779564,0.9478855,229
1534,-2.6146464,1.9567138,229
1535,-0.46420625,2.4676702,229
1536,-2.5145414,3.1096544,229
1537,-1.0289054,2.7551904,229
1538,-2.301185,1.0171527,229
1539,-1.7340053,2.5816178,229
1540,-1.869193,3.6715672,229
1541,-1.5337552,4.2582555,229
1542,-1.4115195,4.0559,229
1543,-2.0659122,3.2721934,229
1544,0.15028666,2.5258965,23
1545,-1.0241691,3.6907315,23
1546,-0.6979332,2.778395,23
1547,-1.5212662,3.7360065,23
1548,-1.4249839,2.2028363,23
1549,-1.3827541,2.6493826,23
1550,-0.18708144,0.37279108,23
1551,3.5973103,3.0727696,23
1552,-1.1151891,4.360914,23
1553,0.31662878,0.42003515,23
1554,2.164374,4.5956936,23
1555,1.9286348,2.392015,23
1556,0.24282539,0.33100557,23
1557,0.9841144,5.4351473,23
1558,-0.89553636,4.20925,23
1559,0.6383816,4.529378,23
1560,0.03202207,0.48457837,23
1561,0.79090846,0.45727393,23
1562,0.88773847,1.324153,23
1563,0.70331687,0.3212767,23
1564,2.0099547,4.4449987,23
1565,-0.66973037,2.3196046,23
1566,-2.3722532,2.1470776,230
1567,-2.781707,1.9117146,230
1568,-2.4361305,2.3611119,230
1569,-1.403972,-0.016991567,230
1570,-1.6556871,2.007895,230
1571,-0.117076166,0.7026018,230
1572,-1.1072077,3.5770705,230
1573,-1.6018171,2.5556676,230
1574,-2.2687473,2.5398083,230
1575,-2.3402045,3.5505302,230
1576,3.1515322,-1.139445,231
1577,1.4704384,4.2018123,231
1578,-0.78823584,-0.20895039,231
1579,0.74901724,1.4016362,231
1580,-0.2218228,0.88900286,231
1581,-2.0012305,0.8625927,231
1582,3.0730808,-0.1945706,231
1583,2.4550016,2.716781,231
1584,2.5236893,-1.0326477,231
1585,2.7021863,-0.32020068,231
1586,1.7282135,0.85716486,231
1587,2.701665,-1.0282644,231
1588,2.462353,2.7459462,231
1589,3.0607967,0.3703223,231
1590,2.3111544,-0.73663443,231
1591,0.8875748,0.881402,232
1592,-0.94387186,-0.25613415,232
1593,0.46522593,1.467924,232
1594,1.2586329,5.2460647,232
1595,-2.4074755,1.3432847,232
1596,-0.4434637,3.5787475,232
1597,0.8248998,3.9195876,232
1598,0.45064768,0.36545607,232
1599,0.13428317,-0.7429943,232
1600,3.8603158,3.2547984,232
1601,1.7817354,-0.86492383,232
1602,-0.32064003,-0.6183484,232
1603,2.5591059,4.7103214,232
1604,0.439778,2.6595776,232
1605,0.47997475,-0.54096514,232
1606,1.3420922,3.0611908,232
1607,-0.48572898,-0.47876245,232
1608,0.6036549,0.4000828,232
1609,3.7253852,-0.6680137,233
1610,3.769387,3.4498699,233
1611,2.4962478,3.848636,233
1612,-0.109382905,2.239342,233
1613,1.7245795,2.517333,233
1614,1.9766164,5.34143,233
1615,-1.2738013,0.79868907,233
1616,-0.26607394,3.017933,233
1617,0.04304151,3.6438947,233
1618,0.429835,2.2371142,233
1619,0.95178854,3.9580925,233
1620,2.2011244,-0.8950091,234
1621,3.2095804,3.596739,234
1622,3.0760646,-0.75319153,234
1623,3.9899414,0.020184942,234
1624,1.6906796,4.1730957,234
1625,-0.11216082,3.8542426,234
1626,-0.19744454,-0.4194713,234
1627,3.3417099,4.280882,234
1628,2.909359,-0.2309964,234
1629,3.3826718,-0.26529887,234
1630,0.58055633,2.2559888,235
1631,1.5026047,4.2596064,235
1632,-1.4296,1.3432041,235
1633,-0.810129,1.4821047,235
1634,-0.20494726,2.9771657,235
1635,0.85391647,3.6994367,235
1636,5.571113,1.7551938,236
1637,5.953699,1.9563504,236
1638,3.9705646,-0.5611907,236
1639,1.532819,-0.83634925,236
1640,3.011885,2.4193697,236
1641,0.67563903,0.4698884,236
1642,1.6514213,-0.9535063,236
1643,2.0883236,-1.079559,236
1644,2.5220912,1.9555132,236
1645,2.2239115,-0.84931743,236
1646,2.6722004,1.9084269,236
1647,2.5789177,-0.881575,236
1648,3.7892299,-0.6366369,237
1649,4.167633,0.6882447,237
1650,5.140554,2.0480502,237
1651,2.563801,-0.97675717,237
1652,3.339839,1.3279413,237
1653,4.0228386,3.9610283,237
1654,3.6823778,-0.83995676,237
1655,3.5898018,-0.52741444,237
1656,4.022753,-0.8283502,237
1657,4.115097,0.65577,237
1658,4.1009016,0.050428428,237
1659,5.8103986,1.9092447,238
1660,3.8469021,-0.90785116,238
1661,3.4758587,-0.5595782,238
1662,2.512348,1.993619,238
1663,3.6626794,-0.65991706,238
1664,2.5473688,2.540408,238
1665,2.6118894,-1.0748607,238
1666,3.0462668,-1.0030311,238
1667,2.177023,3.0534587,238
1668,4.5641923,-0.48710266,239
1669,4.771588,0.18118472,239
1670,3.8980417,-0.9909771,239
1671,4.059863,0.5020632,239
1672,3.367209,3.28864,239
1673,3.831902,-0.37661904,239
1674,3.6192372,-0.9132203,239
1675,4.0256314,-0.34408608,239
1676,4.2644334,-0.79569423,239
1677,4.3377004,-0.8167734,239
1678,4.6387906,-0.18331364,239
1679,4.6947885,-0.06056231,239
1680,3.510367,-0.47232625,239
1681,1.1639854,1.8389724,24
1682,1.1167581,2.31597,24
1683,0.34759647,1.1451735,24
1684,1.0504827,2.3093784,24
1685,3.158907,3.4932625,24
1686,-1.3791012,1.7063515,24
1687,1.7320116,2.3369532,24
1688,0.46984822,-0.21492402,24
1689,2.338038,5.271782,24
